room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
16538678,108543972,Entire home/apt,Santo António,1,0.0,6,3.0,138.0
16539730,108829850,Private room,Santa Clara,18,4.5,2,1.0,25.0
16540552,11219498,Entire home/apt,Belém,2,0.0,3,2.0,71.0
16542149,108850010,Private room,Areeiro,11,4.5,2,2.0,37.0
16542759,1549585,Entire home/apt,Santa Maria Maior,13,4.5,6,2.0,69.0
16543257,46384612,Entire home/apt,Misericórdia,10,5.0,8,3.0,138.0
16543985,108880740,Entire home/apt,Misericórdia,7,4.5,4,1.0,58.0
16544837,108890513,Entire home/apt,Santo António,4,5.0,6,2.0,75.0
16545305,4141894,Private room,Avenidas Novas,0,0.0,3,2.0,75.0
16546294,50451666,Shared room,Santo António,1,0.0,16,1.0,19.0
16551001,108959317,Entire home/apt,Belém,0,0.0,4,0.0,52.0
16551573,8026811,Entire home/apt,Misericórdia,13,5.0,6,2.0,87.0
16551775,4132827,Private room,Lumiar,7,4.0,3,1.0,29.0
16552132,108543972,Entire home/apt,Santa Maria Maior,7,5.0,6,3.0,138.0
16553228,108950721,Entire home/apt,Avenidas Novas,3,5.0,4,2.0,95.0
16553723,106436001,Entire home/apt,Estrela,31,5.0,6,3.0,104.0
16553801,43062955,Entire home/apt,Parque das Nações,0,0.0,4,2.0,104.0
16554261,3953109,Entire home/apt,Santa Maria Maior,0,0.0,2,1.0,55.0
16554914,109001630,Entire home/apt,Estrela,1,0.0,4,2.0,93.0
16554920,6266705,Entire home/apt,Santo António,1,0.0,4,1.0,80.0
16554979,6266705,Entire home/apt,Santo António,2,0.0,6,3.0,173.0
16555014,6266705,Entire home/apt,Santo António,7,5.0,6,2.0,115.0
16555506,97139334,Entire home/apt,São Vicente,1,0.0,3,0.0,69.0
16556254,106103466,Entire home/apt,Avenidas Novas,34,4.5,2,1.0,39.0
16557940,2730513,Entire home/apt,Misericórdia,10,5.0,2,1.0,50.0
16558492,2730513,Entire home/apt,Misericórdia,2,0.0,6,2.0,69.0
16558549,27998030,Entire home/apt,São Vicente,23,4.5,4,1.0,64.0
16558755,90429346,Private room,Arroios,7,4.0,1,1.0,21.0
16563668,109095140,Entire home/apt,Avenidas Novas,5,5.0,6,3.0,138.0
16564713,109103929,Entire home/apt,Santa Maria Maior,1,0.0,4,2.0,138.0
16565981,13567546,Entire home/apt,Santa Maria Maior,19,5.0,6,2.0,113.0
16566446,3953109,Entire home/apt,Avenidas Novas,0,0.0,4,2.0,89.0
16567069,13567546,Entire home/apt,Santa Maria Maior,22,5.0,6,2.0,113.0
16567880,109131095,Entire home/apt,Santo António,15,4.5,6,2.0,127.0
16571296,21019651,Entire home/apt,Misericórdia,28,5.0,2,1.0,40.0
16574930,13565120,Private room,Ajuda,4,5.0,1,1.0,18.0
16575165,36518807,Private room,Penha de França,0,0.0,2,1.0,35.0
16576263,639944,Private room,Parque das Nações,5,4.5,1,1.0,52.0
16576364,82364724,Entire home/apt,Santa Maria Maior,2,0.0,8,3.0,109.0
16579691,74482127,Private room,Santa Maria Maior,0,0.0,4,2.0,32.0
16583545,14170751,Entire home/apt,Estrela,0,0.0,3,0.0,54.0
16585210,109344677,Private room,Ajuda,7,5.0,2,1.0,23.0
16586330,90844360,Entire home/apt,Santa Maria Maior,0,0.0,5,2.0,108.0
16586560,211826,Entire home/apt,Santa Maria Maior,13,5.0,5,2.0,52.0
16587003,16558591,Private room,Santa Maria Maior,5,5.0,2,1.0,69.0
16593117,104083974,Entire home/apt,Santa Maria Maior,5,3.5,2,1.0,39.0
16593159,2557112,Private room,São Vicente,9,4.5,1,2.0,23.0
16593360,108055193,Private room,Misericórdia,11,5.0,1,1.0,18.0
16593938,42773836,Entire home/apt,São Vicente,11,5.0,3,1.0,52.0
16599980,10077695,Entire home/apt,Misericórdia,9,4.5,3,2.0,52.0
16600285,31304842,Entire home/apt,Arroios,8,5.0,7,3.0,50.0
16601346,106487240,Entire home/apt,Estrela,6,4.5,2,1.0,52.0
16601704,2023076,Entire home/apt,Misericórdia,0,0.0,8,4.0,138.0
16603038,76223539,Entire home/apt,Arroios,0,0.0,6,2.0,69.0
16607434,109588413,Entire home/apt,Misericórdia,14,5.0,2,1.0,67.0
16608468,4082556,Entire home/apt,Campolide,2,0.0,3,1.0,44.0
16612130,47704360,Entire home/apt,São Vicente,0,0.0,6,3.0,75.0
16612737,2476571,Entire home/apt,Santa Maria Maior,17,4.5,6,2.0,78.0
16615714,101542522,Entire home/apt,Penha de França,0,0.0,4,1.0,69.0
16616113,109682147,Private room,Arroios,8,4.5,2,1.0,38.0
16616375,108850010,Private room,Areeiro,14,4.5,2,2.0,32.0
16617144,109694076,Entire home/apt,Areeiro,0,0.0,4,1.0,98.0
16617441,109696496,Private room,Campolide,1,0.0,8,4.0,80.0
16617549,126415,Entire home/apt,Santa Maria Maior,17,4.5,2,1.0,38.0
16617840,73100987,Private room,Santo António,2,0.0,2,1.0,35.0
16618228,109696496,Private room,Campolide,0,0.0,3,2.0,40.0
16618324,60687904,Private room,Penha de França,3,5.0,1,1.0,21.0
16618444,109710407,Private room,Alvalade,1,0.0,4,2.0,58.0
16618751,60687904,Private room,Penha de França,10,5.0,2,1.0,35.0
16625342,95671184,Entire home/apt,São Vicente,13,5.0,5,2.0,80.0
16629098,109582028,Private room,Santa Maria Maior,0,0.0,2,2.0,29.0
16630528,30713748,Private room,Estrela,9,5.0,2,1.0,33.0
16633405,29033074,Entire home/apt,Santa Maria Maior,0,0.0,5,2.0,173.0
16640916,1969293,Entire home/apt,Penha de França,0,0.0,15,5.0,288.0
16642722,15565327,Private room,Santa Maria Maior,9,4.5,2,1.0,29.0
16643171,109982055,Entire home/apt,Misericórdia,15,5.0,4,2.0,87.0
16643469,8693539,Entire home/apt,Misericórdia,17,5.0,4,2.0,40.0
16645602,8658226,Private room,Arroios,1,0.0,2,1.0,25.0
16645776,110005497,Private room,Carnide,2,0.0,2,1.0,38.0
16646124,12476213,Entire home/apt,Misericórdia,27,5.0,5,2.0,75.0
16648420,110015678,Private room,Arroios,16,4.5,1,3.0,29.0
16654207,82052282,Private room,Arroios,1,0.0,1,1.0,19.0
16657547,110049452,Private room,São Domingos de Benfica,5,5.0,1,1.0,38.0
16658080,50870971,Private room,Benfica,10,5.0,2,1.0,23.0
16658299,98958125,Entire home/apt,Misericórdia,13,4.5,4,2.0,64.0
16658672,1277626,Entire home/apt,Misericórdia,4,4.0,2,1.0,68.0
16661539,2030219,Entire home/apt,Alcântara,0,0.0,5,2.0,75.0
16661676,19194991,Entire home/apt,Arroios,0,0.0,2,0.0,55.0
16661800,46790756,Entire home/apt,São Vicente,3,4.5,5,3.0,69.0
16662527,101542522,Entire home/apt,Santa Maria Maior,0,0.0,4,1.0,109.0
16668431,106659315,Private room,Misericórdia,0,0.0,2,1.0,115.0
16669517,9851372,Entire home/apt,Santa Maria Maior,15,5.0,4,1.0,98.0
16669888,35292775,Entire home/apt,Belém,5,4.5,5,3.0,93.0
16670633,4827609,Entire home/apt,Misericórdia,1,0.0,5,3.0,277.0
16672602,110295680,Entire home/apt,Misericórdia,18,5.0,4,1.0,73.0
16674963,110329027,Private room,Arroios,7,4.5,2,1.0,40.0
16676573,36192320,Entire home/apt,São Vicente,13,4.5,4,1.0,52.0
16681740,110410851,Private room,Parque das Nações,0,0.0,2,1.0,71.0
16681816,110410853,Entire home/apt,Alvalade,0,0.0,1,0.0,58.0
16682835,67191176,Entire home/apt,Estrela,1,0.0,6,2.0,87.0
16683611,54234281,Private room,Avenidas Novas,0,0.0,2,1.0,19.0
16684000,102522420,Entire home/apt,Misericórdia,23,5.0,4,1.0,69.0
16685100,110444117,Entire home/apt,São Vicente,4,5.0,4,2.0,69.0
16686737,69940003,Private room,Misericórdia,2,0.0,4,2.0,48.0
16687209,50736953,Private room,São Domingos de Benfica,0,0.0,2,1.0,64.0
16690259,63598544,Entire home/apt,Alvalade,16,5.0,2,1.0,58.0
16695386,31898183,Entire home/apt,Penha de França,0,0.0,2,0.0,52.0
16695509,31898183,Entire home/apt,Penha de França,0,0.0,2,1.0,52.0
16695874,62531066,Private room,Misericórdia,0,0.0,1,1.0,35.0
16696249,110582710,Entire home/apt,Parque das Nações,2,0.0,4,2.0,99.0
16697655,110529232,Entire home/apt,Santo António,2,0.0,4,2.0,80.0
16697916,71721760,Private room,Estrela,4,4.0,4,1.0,40.0
16698958,110606738,Entire home/apt,Penha de França,5,5.0,4,1.0,58.0
16699876,35025143,Entire home/apt,Belém,1,0.0,4,2.0,87.0
16700624,15235554,Entire home/apt,Misericórdia,2,0.0,2,1.0,52.0
16701316,110629679,Entire home/apt,Misericórdia,27,4.5,2,1.0,57.0
16701365,35103859,Entire home/apt,Estrela,1,0.0,4,2.0,80.0
16701564,110627286,Entire home/apt,Penha de França,16,4.5,4,2.0,52.0
16703399,110649746,Entire home/apt,São Vicente,14,5.0,5,3.0,64.0
16705906,34027693,Entire home/apt,Misericórdia,11,5.0,2,0.0,60.0
16706156,4141894,Entire home/apt,Avenidas Novas,2,0.0,10,5.0,288.0
16706560,18063509,Entire home/apt,Santa Maria Maior,23,4.5,3,0.0,33.0
16707330,43342675,Entire home/apt,Santo António,17,5.0,4,1.0,58.0
16707384,18063509,Entire home/apt,Arroios,21,5.0,4,1.0,80.0
16707760,3168317,Entire home/apt,Santa Maria Maior,1,0.0,2,1.0,202.0
16711755,90844360,Entire home/apt,Misericórdia,7,4.5,6,2.0,97.0
16713766,110754778,Entire home/apt,Penha de França,2,0.0,5,3.0,58.0
16714747,110766928,Entire home/apt,Santa Maria Maior,18,5.0,2,1.0,52.0
16714831,110768024,Entire home/apt,Campo de Ourique,7,5.0,5,2.0,143.0
16714833,106519255,Private room,Alcântara,0,0.0,2,1.0,46.0
16714843,110759307,Entire home/apt,Misericórdia,18,4.5,3,1.0,60.0
16715009,110769579,Private room,Lumiar,0,0.0,4,2.0,80.0
16717199,5039336,Entire home/apt,Parque das Nações,0,0.0,4,1.0,127.0
16717252,5039336,Entire home/apt,Parque das Nações,1,0.0,6,2.0,115.0
16717736,31747537,Entire home/apt,Misericórdia,4,5.0,4,2.0,46.0
16718485,107049432,Entire home/apt,Avenidas Novas,0,0.0,3,2.0,98.0
16719559,107049432,Entire home/apt,Alvalade,0,0.0,3,2.0,98.0
16720263,13567546,Entire home/apt,Santa Maria Maior,19,5.0,6,2.0,113.0
16723715,42713979,Entire home/apt,Misericórdia,2,0.0,3,1.0,46.0
16723973,108890513,Entire home/apt,Santo António,0,0.0,6,2.0,75.0
16731607,110942954,Entire home/apt,Santa Maria Maior,14,4.5,4,2.0,75.0
16731840,8430061,Private room,São Domingos de Benfica,7,4.5,2,1.0,25.0
16732382,2174752,Entire home/apt,Santo António,1,0.0,4,1.0,80.0
16732754,71962548,Entire home/apt,Belém,1,0.0,6,3.0,104.0
16733851,84627990,Entire home/apt,São Vicente,4,5.0,2,1.0,60.0
16734460,67191176,Entire home/apt,Estrela,1,0.0,6,2.0,87.0
16734548,3953109,Entire home/apt,Santa Maria Maior,1,0.0,4,1.0,60.0
16736261,47277950,Entire home/apt,Arroios,20,5.0,2,0.0,39.0
16736665,60929188,Private room,Penha de França,11,5.0,1,1.0,13.0
16739453,110816563,Entire home/apt,Santo António,6,5.0,10,4.0,115.0
16739643,23780167,Entire home/apt,Misericórdia,21,4.5,6,3.0,68.0
16741413,62531066,Private room,Misericórdia,1,0.0,1,0.0,40.0
16746262,146695,Entire home/apt,São Vicente,0,0.0,16,8.0,646.0
16746662,6855751,Entire home/apt,Misericórdia,0,0.0,6,2.0,58.0
16749522,110816563,Entire home/apt,Santo António,7,5.0,4,1.0,39.0
16749756,51655671,Entire home/apt,Penha de França,0,0.0,2,1.0,64.0
16750500,69237683,Entire home/apt,São Vicente,2,0.0,3,1.0,91.0
16750582,110816563,Entire home/apt,Santo António,2,0.0,6,3.0,80.0
16752083,750300,Private room,Avenidas Novas,11,4.5,2,1.0,22.0
16752173,78129818,Entire home/apt,Estrela,0,0.0,8,3.0,202.0
16755412,110015678,Private room,Arroios,14,4.5,2,1.0,39.0
16755714,47021724,Entire home/apt,Penha de França,2,0.0,4,2.0,52.0
16760031,111232619,Private room,Areeiro,21,5.0,2,1.0,21.0
16760043,56022300,Private room,Avenidas Novas,12,5.0,2,1.0,36.0
16760794,14336284,Private room,Arroios,0,0.0,1,1.0,29.0
16760890,21317206,Entire home/apt,Santa Maria Maior,2,0.0,4,1.0,64.0
16761701,39799714,Entire home/apt,Misericórdia,0,0.0,8,3.0,214.0
16763021,26864642,Private room,Penha de França,17,4.0,4,2.0,25.0
16763140,51655671,Private room,Penha de França,0,0.0,2,1.0,35.0
16763286,5655861,Private room,Arroios,0,0.0,2,1.0,40.0
16763360,35286076,Entire home/apt,Parque das Nações,0,0.0,4,1.0,98.0
16764280,81057768,Private room,Estrela,12,5.0,2,1.0,40.0
16766171,14336284,Private room,Arroios,0,0.0,2,1.0,33.0
16766191,14336284,Private room,Arroios,0,0.0,3,7.0,35.0
16767096,2146386,Entire home/apt,São Vicente,7,5.0,4,2.0,93.0
16767780,111309389,Private room,Arroios,11,5.0,2,1.0,30.0
16769377,90429346,Private room,Arroios,18,4.5,4,2.0,65.0
16773195,4529798,Entire home/apt,Misericórdia,9,4.5,5,2.0,40.0
16773318,6630054,Entire home/apt,Misericórdia,4,5.0,2,0.0,80.0
16775516,111141852,Entire home/apt,São Domingos de Benfica,2,0.0,4,1.0,58.0
16776055,111397661,Entire home/apt,Arroios,6,5.0,3,1.0,52.0
16776701,89302947,Entire home/apt,Misericórdia,16,5.0,8,4.0,150.0
16777216,56022300,Private room,Avenidas Novas,15,5.0,2,1.0,32.0
16777385,111412238,Private room,Areeiro,4,5.0,1,1.0,35.0
16777451,111412238,Private room,Areeiro,2,0.0,1,1.0,35.0
16777476,111412238,Private room,Areeiro,4,5.0,1,1.0,35.0
16777494,111412238,Private room,Areeiro,4,5.0,2,1.0,40.0
16778020,26001560,Entire home/apt,Ajuda,8,5.0,4,2.0,58.0
16781070,18911008,Entire home/apt,Misericórdia,30,5.0,4,1.0,48.0
16790726,109710407,Private room,Alvalade,4,5.0,2,1.0,29.0
16791063,111412238,Entire home/apt,Areeiro,5,5.0,5,4.0,115.0
16793412,109710407,Private room,Alvalade,2,0.0,2,1.0,29.0
16794318,52770263,Entire home/apt,Misericórdia,15,5.0,4,1.0,66.0
16795573,6436795,Private room,Arroios,7,4.5,2,1.0,35.0
16795803,111309389,Private room,Arroios,22,5.0,2,1.0,31.0
16796020,111309389,Private room,Arroios,11,5.0,2,1.0,33.0
16796220,111309389,Private room,Arroios,14,4.5,2,1.0,27.0
16796442,52601064,Private room,São Vicente,0,0.0,2,1.0,32.0
16797345,8220924,Entire home/apt,Avenidas Novas,0,0.0,6,3.0,231.0
16801191,26864642,Entire home/apt,Avenidas Novas,27,4.0,3,1.0,33.0
16801462,72283907,Private room,Santo António,9,4.5,2,1.0,40.0
16802122,1756107,Entire home/apt,Santa Maria Maior,8,4.5,4,2.0,105.0
16802415,1756107,Entire home/apt,Santa Maria Maior,17,4.5,4,2.0,116.0
16803676,105540604,Entire home/apt,Arroios,3,4.5,4,1.0,93.0
16806292,2174752,Entire home/apt,Misericórdia,6,4.5,4,2.0,80.0
16806355,8657639,Entire home/apt,Santa Maria Maior,0,0.0,8,3.0,80.0
16807190,50610170,Private room,Campolide,3,5.0,2,1.0,23.0
16807565,96969315,Entire home/apt,Estrela,9,5.0,2,1.0,45.0
16808462,16741161,Entire home/apt,Benfica,2,0.0,5,1.0,69.0
16811978,35989446,Shared room,Olivais,5,4.5,2,1.0,27.0
16815357,111856325,Entire home/apt,Santa Maria Maior,28,5.0,2,1.0,62.0
16819716,106502828,Entire home/apt,Santo António,8,5.0,4,1.0,87.0
16820060,47396637,Private room,Santo António,9,4.0,2,3.0,41.0
16821804,1273563,Private room,São Vicente,4,4.5,3,1.0,45.0
16822085,17457001,Entire home/apt,Misericórdia,14,5.0,6,3.0,138.0
16822603,101593477,Entire home/apt,São Vicente,4,4.5,6,2.0,93.0
16822743,108664863,Entire home/apt,Santa Maria Maior,6,5.0,3,2.0,80.0
16825509,9825301,Private room,Arroios,2,0.0,2,1.0,35.0
16827168,62754115,Entire home/apt,Misericórdia,13,5.0,4,2.0,90.0
16827927,39799714,Entire home/apt,Misericórdia,0,0.0,8,3.0,161.0
16834103,91464804,Entire home/apt,Arroios,12,5.0,6,2.0,163.0
16834181,36539592,Entire home/apt,Estrela,2,0.0,4,1.0,75.0
16834443,39799714,Entire home/apt,Misericórdia,0,0.0,8,3.0,208.0
16834843,112054264,Entire home/apt,São Vicente,4,4.0,3,1.0,60.0
16835054,1273563,Private room,São Vicente,6,5.0,1,1.0,36.0
16835226,50344195,Entire home/apt,Santa Maria Maior,9,5.0,3,1.0,75.0
16835565,80118773,Private room,Alvalade,2,0.0,1,1.0,23.0
16836568,45437062,Private room,Arroios,5,5.0,2,1.0,41.0
16838570,33507703,Entire home/apt,Santa Maria Maior,4,5.0,10,3.0,138.0
16840911,30771914,Private room,Penha de França,20,4.5,2,1.0,23.0
16841043,83774690,Entire home/apt,Misericórdia,22,5.0,4,2.0,113.0
16841535,728062,Entire home/apt,Misericórdia,3,5.0,6,2.0,138.0
16843146,3823075,Entire home/apt,Benfica,17,5.0,4,2.0,37.0
16851202,41309352,Private room,Arroios,6,4.5,1,1.0,19.0
16851405,112226564,Private room,Olivais,2,0.0,2,1.0,58.0
16852485,112237627,Entire home/apt,Avenidas Novas,2,0.0,4,2.0,109.0
16853158,112245745,Private room,Areeiro,0,0.0,4,1.0,15.0
16854049,104083974,Entire home/apt,Belém,7,4.0,3,1.0,49.0
16854730,112226564,Private room,Olivais,6,3.0,2,1.0,46.0
16855165,26677177,Entire home/apt,Misericórdia,6,4.5,6,3.0,138.0
16855534,9554785,Private room,Estrela,1,0.0,2,1.0,23.0
16857358,36687993,Entire home/apt,Alcântara,4,5.0,4,1.0,69.0
16858643,43837299,Entire home/apt,Misericórdia,18,5.0,4,1.0,80.0
16860612,112335790,Entire home/apt,Arroios,13,4.5,4,2.0,75.0
16864122,25064934,Entire home/apt,Arroios,20,4.5,2,1.0,57.0
16864330,111729531,Private room,Penha de França,1,0.0,2,1.0,23.0
16864341,97139334,Entire home/apt,Arroios,0,0.0,6,3.0,98.0
16865248,39427192,Entire home/apt,Alcântara,7,4.5,4,1.0,46.0
16866227,37656629,Entire home/apt,Estrela,1,0.0,2,1.0,64.0
16866263,112301674,Entire home/apt,Santo António,0,0.0,4,1.0,93.0
16866626,112393831,Entire home/apt,São Vicente,4,4.5,6,3.0,66.0
16866886,99481117,Entire home/apt,Arroios,3,4.5,4,2.0,98.0
16867018,7935318,Entire home/apt,Arroios,19,5.0,4,2.0,58.0
16868307,112393831,Entire home/apt,Arroios,0,0.0,4,1.0,104.0
16868583,112301674,Entire home/apt,Santo António,0,0.0,4,1.0,93.0
16868763,112393831,Entire home/apt,Misericórdia,2,0.0,3,1.0,58.0
16868891,112393831,Entire home/apt,Misericórdia,4,4.5,2,1.0,58.0
16869013,112393831,Entire home/apt,Arroios,11,4.0,6,3.0,56.0
16871597,52570650,Entire home/apt,Arroios,23,4.5,2,0.0,57.0
16871990,76223539,Entire home/apt,Misericórdia,8,5.0,4,2.0,87.0
16875711,112226564,Shared room,Olivais,15,4.0,1,1.0,15.0
16876311,102100160,Entire home/apt,Misericórdia,23,4.5,4,1.0,47.0
16877798,4632054,Private room,São Vicente,21,5.0,2,1.0,64.0
16878328,69838386,Private room,Penha de França,1,0.0,2,1.0,18.0
16879046,106659315,Private room,Misericórdia,16,4.5,2,1.0,40.0
16880008,67789283,Entire home/apt,São Domingos de Benfica,0,0.0,6,2.0,75.0
16881876,17457001,Entire home/apt,Santa Maria Maior,1,0.0,4,2.0,173.0
16882301,112570412,Entire home/apt,Ajuda,0,0.0,4,1.0,87.0
16883539,112300457,Private room,Santo António,17,4.5,2,4.0,23.0
16883926,97800475,Entire home/apt,Arroios,14,4.5,3,1.0,56.0
16891996,112695633,Entire home/apt,Santa Maria Maior,21,4.5,5,2.0,58.0
16893621,112712978,Entire home/apt,Misericórdia,12,5.0,5,3.0,80.0
16894529,88333502,Private room,Arroios,13,5.0,2,0.0,28.0
16894734,2333633,Entire home/apt,Santa Maria Maior,24,5.0,4,2.0,40.0
16894999,72635051,Entire home/apt,Alcântara,8,5.0,4,2.0,52.0
16895120,22370159,Entire home/apt,Santo António,6,4.5,13,7.0,146.0
16896085,181902,Entire home/apt,Santa Maria Maior,8,5.0,2,0.0,87.0
16896171,112745122,Entire home/apt,Santa Maria Maior,2,0.0,4,2.0,50.0
16901964,26944307,Entire home/apt,Santa Maria Maior,10,4.0,4,1.0,52.0
16901965,26944307,Entire home/apt,Santa Maria Maior,10,4.0,4,3.0,52.0
16903024,112300457,Private room,Santo António,20,4.5,2,4.0,18.0
16903062,103031970,Private room,Santa Maria Maior,0,0.0,2,1.0,250.0
16903246,12531331,Entire home/apt,Misericórdia,8,5.0,3,0.0,75.0
16904194,21501633,Entire home/apt,Alcântara,27,5.0,5,2.0,66.0
16904398,37874330,Private room,São Vicente,6,4.5,2,1.0,40.0
16907116,1273563,Private room,São Vicente,0,0.0,1,1.0,28.0
16909196,9825301,Entire home/apt,Arroios,0,0.0,5,3.0,93.0
16909966,112894044,Entire home/apt,Santa Maria Maior,12,4.5,2,1.0,45.0
16910458,106659315,Private room,Santa Maria Maior,6,4.5,2,1.0,26.0
16910953,112902104,Entire home/apt,Misericórdia,11,5.0,2,0.0,71.0
16911029,112905076,Entire home/apt,Misericórdia,1,0.0,3,1.0,67.0
16911137,106659315,Private room,Misericórdia,5,4.5,2,1.0,29.0
16912042,70305938,Entire home/apt,Santa Maria Maior,5,5.0,4,1.0,75.0
16912546,38463699,Entire home/apt,Arroios,23,5.0,2,0.0,46.0
16913262,97725381,Entire home/apt,Santo António,0,0.0,4,1.0,87.0
16914416,106659315,Private room,Santa Maria Maior,3,3.5,2,1.0,26.0
16915083,106659315,Private room,Misericórdia,17,4.0,2,1.0,26.0
16915386,34673271,Entire home/apt,Misericórdia,9,5.0,12,4.0,173.0
16916524,90050447,Private room,Alvalade,0,0.0,1,1.0,18.0
16920414,2396271,Entire home/apt,Santo António,9,4.0,2,1.0,69.0
16921101,101596329,Entire home/apt,Santo António,19,5.0,8,3.0,196.0
16921806,37696476,Entire home/apt,Misericórdia,1,0.0,2,1.0,69.0
16922604,107790735,Private room,Santo António,8,4.5,4,2.0,64.0
16923312,15882673,Entire home/apt,Misericórdia,17,5.0,4,2.0,59.0
16923951,1851592,Private room,Beato,7,4.5,2,1.0,15.0
16924162,113043491,Entire home/apt,Santa Maria Maior,9,4.5,2,1.0,69.0
16924423,1496930,Entire home/apt,Arroios,0,0.0,4,2.0,68.0
16925805,113059354,Entire home/apt,Arroios,9,4.0,9,5.0,87.0
16926240,1277626,Entire home/apt,Santa Maria Maior,6,4.0,5,2.0,68.0
16926854,33903389,Entire home/apt,Santo António,13,5.0,3,2.0,69.0
16928038,12095857,Private room,Avenidas Novas,0,0.0,2,1.0,25.0
16928478,2101702,Entire home/apt,Arroios,17,5.0,4,1.0,65.0
16930087,23780167,Entire home/apt,Santa Maria Maior,25,5.0,6,3.0,144.0
16930140,113107966,Entire home/apt,São Vicente,12,4.0,6,2.0,58.0
16931264,113118118,Entire home/apt,Misericórdia,12,5.0,2,1.0,44.0
16935398,113172620,Entire home/apt,Santa Maria Maior,12,5.0,2,0.0,52.0
16936222,113045599,Entire home/apt,Estrela,0,0.0,6,3.0,237.0
16936856,625176,Entire home/apt,Estrela,26,5.0,4,1.0,58.0
16937000,3400426,Entire home/apt,Santa Maria Maior,12,4.5,6,2.0,58.0
16938681,113045599,Entire home/apt,Estrela,2,0.0,6,3.0,225.0
16940205,113222808,Private room,Santa Maria Maior,33,4.5,2,1.0,27.0
16940371,1039097,Entire home/apt,Estrela,7,4.5,5,0.0,64.0
16942131,113222808,Private room,Santa Maria Maior,17,4.5,1,1.0,18.0
16942609,113222808,Private room,Santa Maria Maior,32,4.5,3,1.0,35.0
16943025,113222808,Private room,Santa Maria Maior,14,4.0,1,1.0,15.0
16943179,113222808,Private room,Santa Maria Maior,30,4.0,2,1.0,26.0
16943359,113222808,Private room,Santa Maria Maior,32,4.5,2,1.0,23.0
16943604,113222808,Private room,Santa Maria Maior,29,4.5,2,1.0,18.0
16943760,113222808,Private room,Santa Maria Maior,30,4.5,2,1.0,22.0
16951897,10121011,Entire home/apt,Santa Maria Maior,2,0.0,4,2.0,80.0
16954002,113379304,Entire home/apt,Penha de França,11,5.0,5,3.0,58.0
16959027,5933531,Entire home/apt,Misericórdia,16,4.5,4,2.0,52.0
16959952,6855751,Entire home/apt,Misericórdia,0,0.0,5,2.0,58.0
16961140,113412211,Entire home/apt,Misericórdia,5,5.0,4,1.0,104.0
16962374,111232619,Private room,Areeiro,0,0.0,1,1.0,11.0
16964248,28390586,Entire home/apt,Arroios,6,5.0,4,2.0,52.0
16966601,83909457,Entire home/apt,Arroios,0,0.0,6,3.0,93.0
16968871,69822541,Entire home/apt,São Vicente,12,5.0,2,2.0,58.0
16968893,2494477,Entire home/apt,Areeiro,2,0.0,7,3.0,115.0
16968919,105540604,Entire home/apt,Santa Maria Maior,15,4.5,4,1.0,87.0
16969122,107739163,Entire home/apt,Santa Maria Maior,0,0.0,4,2.0,213.0
16969917,10058743,Entire home/apt,Misericórdia,1,0.0,10,1.0,52.0
16971171,107739163,Entire home/apt,Santa Maria Maior,0,0.0,4,1.0,196.0
16971379,107739163,Entire home/apt,Santa Maria Maior,0,0.0,4,1.0,196.0
16971547,43837299,Entire home/apt,Misericórdia,17,5.0,6,3.0,80.0
16971579,107739163,Entire home/apt,Santa Maria Maior,0,0.0,4,2.0,213.0
16972902,113544787,Private room,Avenidas Novas,2,0.0,1,1.0,21.0
16972938,17163789,Entire home/apt,Arroios,2,0.0,3,1.0,69.0
16973250,17733765,Private room,Avenidas Novas,0,0.0,2,1.0,56.0
16974085,8361172,Entire home/apt,Santa Maria Maior,18,4.5,2,1.0,57.0
16974718,9312602,Entire home/apt,Santa Maria Maior,24,5.0,3,0.0,52.0
16974958,30295037,Private room,Santa Maria Maior,27,4.5,2,1.0,29.0
16975478,730459,Entire home/apt,Belém,5,5.0,3,2.0,58.0
16975612,17733765,Entire home/apt,Estrela,11,3.5,6,2.0,61.0
16975818,17733765,Entire home/apt,Avenidas Novas,0,0.0,8,3.0,144.0
16979290,54845720,Entire home/apt,Misericórdia,10,5.0,4,1.0,80.0
16981066,63286516,Entire home/apt,Misericórdia,10,5.0,4,1.0,58.0
16981350,113656107,Private room,Penha de França,7,4.5,2,1.0,33.0
16982141,21980829,Entire home/apt,Santa Maria Maior,27,5.0,3,0.0,44.0
16982481,3306131,Entire home/apt,Santa Maria Maior,9,5.0,3,1.0,52.0
16982520,5225625,Entire home/apt,São Vicente,28,5.0,4,1.0,64.0
16988992,113172620,Entire home/apt,Santa Maria Maior,13,5.0,2,0.0,52.0
16993108,15551936,Entire home/apt,Misericórdia,18,5.0,5,2.0,64.0
16993362,4861007,Entire home/apt,Misericórdia,3,5.0,4,1.0,137.0
16995359,86940091,Entire home/apt,Misericórdia,17,4.5,4,1.0,60.0
16997900,17733765,Private room,Avenidas Novas,2,0.0,2,0.0,46.0
17003418,57421638,Private room,Avenidas Novas,0,0.0,1,1.0,46.0
17004825,4816887,Entire home/apt,Avenidas Novas,0,0.0,6,3.0,58.0
17004892,50266943,Entire home/apt,Carnide,0,0.0,4,1.0,36.0
17005602,1379661,Shared room,Santa Maria Maior,0,0.0,4,1.0,23.0
